model_a,effort_a,model_b,effort_b,current_iq_a,current_iq_b,current_delta_iq,abs_delta_iq,shared_tasks,bootstrap_mean_delta,bootstrap_p05,bootstrap_p10,bootstrap_p25,bootstrap_p50,bootstrap_p75,bootstrap_p90,bootstrap_p95,prob_a_gt_b,prob_b_gt_a,ci90_contains_zero,ci95_contains_zero,weight_mode,weight_status
gpt-6-astra,low,gpt-5.6-luna,low,98.16,7.59,90.57,90.57,111,95.62612612612581,84.00900900900902,86.9369369369369,90.99099099099101,95.72072072072072,100.22522522522524,104.27927927927928,106.75675675675677,1,0,false,false,unweighted,site_task_weight_not_confirmed
gpt-6-astra,low,gpt-5.6-luna,medium,98.16,32.14,66.02,66.02,111,70.80761261261284,58.10810810810811,61.036036036036045,65.76576576576578,70.72072072072075,75.90090090090091,80.63063063063063,83.10810810810811,1,0,false,false,unweighted,site_task_weight_not_confirmed
gpt-6-astra,low,gpt-5.6-luna,high,98.16,76.34,21.819999999999993,21.819999999999993,111,26.14896396396393,13.963963963963982,16.89189189189192,21.396396396396398,26.126126126126138,31.08108108108108,35.13513513513517,37.83783783783783,0.9999,0.0001,false,false,unweighted,site_task_weight_not_confirmed
gpt-6-astra,low,gpt-5.6-luna,xhigh,98.16,87.05,11.11,11.11,111,15.863288288288176,4.729729729729748,7.207207207207212,11.261261261261291,15.76576576576581,20.495495495495476,24.54954954954957,27.027027027027017,0.9906,0.0091,false,false,unweighted,site_task_weight_not_confirmed
gpt-6-astra,low,gpt-5.6-luna,max,98.16,102.68,-4.52000000000001,4.52000000000001,111,-0.35635135135135404,-11.261261261261273,-8.783783783783795,-4.729729729729719,-0.22522522522522848,4.0540540540540455,8.108108108108043,10.58558558558554,0.4791,0.515,true,true,unweighted,site_task_weight_not_confirmed
gpt-6-astra,low,gpt-5.5,high,98.16,90.18,7.97999999999999,7.97999999999999,111,12.197027027026943,0.6756756756757021,3.378378378378377,7.657657657657635,12.162162162162188,16.666666666666707,20.945945945945965,23.648648648648656,0.9597,0.0395,false,true,unweighted,site_task_weight_not_confirmed
gpt-6-astra,low,gpt-5.5,xhigh,98.16,96.88,1.2800000000000011,1.2800000000000011,111,5.903063063063062,-5.630630630630596,-3.153153153153132,1.1261261261261049,5.855855855855873,10.585585585585605,14.864864864864831,17.342342342342377,0.794,0.2025,true,true,unweighted,site_task_weight_not_confirmed
gpt-6-astra,medium,gpt-6-astra,high,106.49,108.2,-1.710000000000008,1.710000000000008,112,-0.8710044642856979,-9.375,-7.366071428571452,-4.241071428571447,-0.8928571428571397,2.678571428571402,5.803571428571424,7.589285714285704,0.4324,0.5586,true,true,unweighted,site_task_weight_not_confirmed
gpt-6-astra,medium,gpt-6-astra,xhigh,106.49,107.29,-0.8000000000000114,0.8000000000000114,112,3.3672321428571514,-5.803571428571424,-3.5714285714285756,-0.22321428571428492,3.3482142857142905,6.919642857142866,10.267857142857157,12.276785714285705,0.7292,0.2588,true,true,unweighted,site_task_weight_not_confirmed
gpt-6-astra,medium,gpt-6-astra,max,106.49,105.43,1.059999999999988,1.059999999999988,112,5.348705357142884,-4.017857142857145,-2.232142857142849,1.3392857142857262,5.357142857142855,9.375,12.946428571428559,14.732142857142872,0.8141,0.1673,true,true,unweighted,site_task_weight_not_confirmed
gpt-6-astra,medium,gpt-6-astra,ultra,106.49,108.33,-1.8400000000000034,1.8400000000000034,112,2.8126562499999923,-5.357142857142872,-3.5714285714285587,-0.5022321428571619,2.6785714285714524,6.249999999999995,9.151785714285731,10.93750000000001,0.7082,0.2816,true,true,unweighted,site_task_weight_not_confirmed
gpt-6-astra,medium,gpt-5.6-sol,low,106.49,81.7,24.789999999999992,24.789999999999992,112,26.927499999999867,16.964285714285705,18.75000000000005,22.767857142857146,26.785714285714324,31.250000000000007,34.8214285714286,37.053571428571445,1,0,false,false,unweighted,site_task_weight_not_confirmed
gpt-6-astra,medium,gpt-5.6-sol,medium,106.49,95.54,10.949999999999989,10.949999999999989,112,13.032946428571393,2.2321428571428656,4.464285714285748,8.928571428571413,12.946428571428592,17.410714285714292,21.428571428571402,23.660714285714285,0.9786,0.02,false,false,unweighted,site_task_weight_not_confirmed
gpt-6-astra,medium,gpt-5.6-sol,high,106.49,96.88,9.61,9.61,112,11.686071428571568,1.3392857142857095,3.5714285714285756,7.589285714285654,11.607142857142867,16.071428571428548,19.642857142857174,22.32142857142856,0.9641,0.0344,false,true,unweighted,site_task_weight_not_confirmed
gpt-6-astra,medium,gpt-5.6-sol,xhigh,106.49,99.11,7.3799999999999955,7.3799999999999955,112,9.420133928571644,-0.4464285714285532,1.7857142857142794,5.357142857142872,9.375000000000007,13.392857142857146,16.964285714285722,19.19642857142857,0.9408,0.0556,true,true,unweighted,site_task_weight_not_confirmed
gpt-6-astra,medium,gpt-5.6-sol,max,106.49,107.14,-0.6500000000000057,0.6500000000000057,112,1.373973214285736,-8.03571428571429,-5.803571428571458,-2.678571428571402,1.3392857142857095,5.357142857142838,8.928571428571397,10.714285714285726,0.5872,0.402,true,true,unweighted,site_task_weight_not_confirmed
gpt-6-astra,medium,gpt-5.6-sol,ultra,106.49,100.89,5.599999999999994,5.599999999999994,112,7.624196428571481,-1.7857142857143469,0.44642857142856984,3.5714285714286085,7.589285714285721,11.607142857142849,15.178571428571393,16.986607142856872,0.9071,0.0889,true,true,unweighted,site_task_weight_not_confirmed
gpt-6-astra,medium,gpt-5.6-terra,low,106.49,51.34,55.14999999999999,55.14999999999999,112,57.251026785714004,46.428571428571416,48.660714285714285,52.678571428571445,57.142857142857146,61.60714285714288,65.62500000000003,68.30357142857143,1,0,false,false,unweighted,site_task_weight_not_confirmed
gpt-6-astra,medium,gpt-5.6-terra,medium,106.49,58.48,48.01,48.01,112,50.051160714286446,38.392857142857174,41.07142857142858,45.08928571428574,50,54.91071428571427,58.92857142857143,61.60714285714285,1,0,false,false,unweighted,site_task_weight_not_confirmed
gpt-6-astra,medium,gpt-5.6-terra,high,106.49,77.68,28.809999999999988,28.809999999999988,112,30.889955357143172,20.089285714285744,22.32142857142861,26.339285714285722,30.803571428571434,35.26785714285716,39.2857142857143,41.964285714285666,1,0,false,false,unweighted,site_task_weight_not_confirmed
