model,effort,mode,plan,iq,cost,minutes,family_capacity_20x,plan_capacity,weekly_share,eligible_gate_015,eligible_gate_020,eligible_gate_025,eligible_gate_030,eligible_gate_040,eligible_gate_050,eligible_gate_060,eligible_gate_080,fast_ratio,quota_status
gpt-5.5,xhigh,Fast,Pro20,96.88,14.7911225,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
deepseek-v4-flash,max,Standard,Plus,85.71,0.224375,31.28,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
deepseek-v4-flash,max,Standard,Pro5,85.71,0.224375,31.28,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
deepseek-v4-flash,max,Standard,Pro20,85.71,0.224375,31.28,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
deepseek-v4-flash,max,Fast,Plus,85.71,0.5609375,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
deepseek-v4-flash,max,Fast,Pro5,85.71,0.5609375,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
deepseek-v4-flash,max,Fast,Pro20,85.71,0.5609375,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
deepseek-v4-flash,high,Standard,Plus,65.62,0.217589,30.37,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
deepseek-v4-flash,high,Standard,Pro5,65.62,0.217589,30.37,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
deepseek-v4-flash,high,Standard,Pro20,65.62,0.217589,30.37,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
deepseek-v4-flash,high,Fast,Plus,65.62,0.5439725,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
deepseek-v4-flash,high,Fast,Pro5,65.62,0.5439725,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
deepseek-v4-flash,high,Fast,Pro20,65.62,0.5439725,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
deepseek-v4.1-flash,max,Standard,Plus,89.06,0.173281,18.79,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
deepseek-v4.1-flash,max,Standard,Pro5,89.06,0.173281,18.79,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
deepseek-v4.1-flash,max,Standard,Pro20,89.06,0.173281,18.79,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
deepseek-v4.1-flash,max,Fast,Plus,89.06,0.4332025,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
deepseek-v4.1-flash,max,Fast,Pro5,89.06,0.4332025,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
deepseek-v4.1-flash,max,Fast,Pro20,89.06,0.4332025,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
deepseek-v4.1-flash,high,Standard,Plus,93.75,0.119,19.36,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
deepseek-v4.1-flash,high,Standard,Pro5,93.75,0.119,19.36,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
deepseek-v4.1-flash,high,Standard,Pro20,93.75,0.119,19.36,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
deepseek-v4.1-flash,high,Fast,Plus,93.75,0.2975,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
deepseek-v4.1-flash,high,Fast,Pro5,93.75,0.2975,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
deepseek-v4.1-flash,high,Fast,Pro20,93.75,0.2975,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
dsh-deepseek-v4-flash,max,Standard,Plus,80.18,0.206667,31.42,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
dsh-deepseek-v4-flash,max,Standard,Pro5,80.18,0.206667,31.42,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
dsh-deepseek-v4-flash,max,Standard,Pro20,80.18,0.206667,31.42,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
dsh-deepseek-v4-flash,max,Fast,Plus,80.18,0.5166675,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
dsh-deepseek-v4-flash,max,Fast,Pro5,80.18,0.5166675,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
dsh-deepseek-v4-flash,max,Fast,Pro20,80.18,0.5166675,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
dsh-deepseek-v4-flash,high,Standard,Plus,75.3,0.191607,26.46,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
dsh-deepseek-v4-flash,high,Standard,Pro5,75.3,0.191607,26.46,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
dsh-deepseek-v4-flash,high,Standard,Pro20,75.3,0.191607,26.46,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
dsh-deepseek-v4-flash,high,Fast,Plus,75.3,0.4790175,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
dsh-deepseek-v4-flash,high,Fast,Pro5,75.3,0.4790175,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
dsh-deepseek-v4-flash,high,Fast,Pro20,75.3,0.4790175,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
dsh-deepseek-v4.1-flash,max,Standard,Plus,98.78,0.262091,35.38,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
dsh-deepseek-v4.1-flash,max,Standard,Pro5,98.78,0.262091,35.38,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
dsh-deepseek-v4.1-flash,max,Standard,Pro20,98.78,0.262091,35.38,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
dsh-deepseek-v4.1-flash,max,Fast,Plus,98.78,0.6552275000000001,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
dsh-deepseek-v4.1-flash,max,Fast,Pro5,98.78,0.6552275000000001,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
dsh-deepseek-v4.1-flash,max,Fast,Pro20,98.78,0.6552275000000001,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
dsh-deepseek-v4.1-flash,high,Standard,Plus,108.14,0.158482,27.9,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
dsh-deepseek-v4.1-flash,high,Standard,Pro5,108.14,0.158482,27.9,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
dsh-deepseek-v4.1-flash,high,Standard,Pro20,108.14,0.158482,27.9,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
dsh-deepseek-v4.1-flash,high,Fast,Plus,108.14,0.39620500000000003,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
dsh-deepseek-v4.1-flash,high,Fast,Pro5,108.14,0.39620500000000003,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
dsh-deepseek-v4.1-flash,high,Fast,Pro20,108.14,0.39620500000000003,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
grok-4.6,high,Standard,Plus,98.21,3.194804,29.28,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
grok-4.6,high,Standard,Pro5,98.21,3.194804,29.28,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
grok-4.6,high,Standard,Pro20,98.21,3.194804,29.28,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
grok-4.6,high,Fast,Plus,98.21,7.98701,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
grok-4.6,high,Fast,Pro5,98.21,7.98701,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
grok-4.6,high,Fast,Pro20,98.21,7.98701,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
grok-4.6,medium,Standard,Plus,98.21,2.485952,23.55,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
grok-4.6,medium,Standard,Pro5,98.21,2.485952,23.55,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
grok-4.6,medium,Standard,Pro20,98.21,2.485952,23.55,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
grok-4.6,medium,Fast,Plus,98.21,6.214880000000001,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
grok-4.6,medium,Fast,Pro5,98.21,6.214880000000001,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
grok-4.6,medium,Fast,Pro20,98.21,6.214880000000001,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
grok-4.6,low,Standard,Plus,76.34,1.218561,12.29,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
grok-4.6,low,Standard,Pro5,76.34,1.218561,12.29,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
grok-4.6,low,Standard,Pro20,76.34,1.218561,12.29,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
grok-4.6,low,Fast,Plus,76.34,3.0464025,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
grok-4.6,low,Fast,Pro5,76.34,3.0464025,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
grok-4.6,low,Fast,Pro20,76.34,3.0464025,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
grok-4.6,xhigh,Standard,Plus,106.12,3.984447,33.12,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
grok-4.6,xhigh,Standard,Pro5,106.12,3.984447,33.12,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
grok-4.6,xhigh,Standard,Pro20,106.12,3.984447,33.12,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
grok-4.6,xhigh,Fast,Plus,106.12,9.9611175,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
grok-4.6,xhigh,Fast,Pro5,106.12,9.9611175,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
grok-4.6,xhigh,Fast,Pro20,106.12,9.9611175,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
k3,low,Standard,Plus,90.52,1.221074,24.45,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
k3,low,Standard,Pro5,90.52,1.221074,24.45,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
k3,low,Standard,Pro20,90.52,1.221074,24.45,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
k3,low,Fast,Plus,90.52,3.052685,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
k3,low,Fast,Pro5,90.52,3.052685,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
k3,low,Fast,Pro20,90.52,3.052685,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
k3,high,Standard,Plus,92.18,2.320791,35.38,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
k3,high,Standard,Pro5,92.18,2.320791,35.38,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
k3,high,Standard,Pro20,92.18,2.320791,35.38,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
k3,high,Fast,Plus,92.18,5.8019775,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
k3,high,Fast,Pro5,92.18,5.8019775,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
k3,high,Fast,Pro20,92.18,5.8019775,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
k3,max,Standard,Plus,103.9,4.044281,60.85,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
k3,max,Standard,Pro5,103.9,4.044281,60.85,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
k3,max,Standard,Pro20,103.9,4.044281,60.85,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
k3,max,Fast,Plus,103.9,10.110702499999999,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
k3,max,Fast,Pro5,103.9,10.110702499999999,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
k3,max,Fast,Pro20,103.9,10.110702499999999,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
glm-5.3,low,Standard,Plus,79.97,0.768239,15.39,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
glm-5.3,low,Standard,Pro5,79.97,0.768239,15.39,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
glm-5.3,low,Standard,Pro20,79.97,0.768239,15.39,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
glm-5.3,low,Fast,Plus,79.97,1.9205975,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
glm-5.3,low,Fast,Pro5,79.97,1.9205975,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
glm-5.3,low,Fast,Pro20,79.97,1.9205975,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
glm-5.3,high,Standard,Plus,97.44,1.848597,32.85,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
glm-5.3,high,Standard,Pro5,97.44,1.848597,32.85,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
glm-5.3,high,Standard,Pro20,97.44,1.848597,32.85,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
glm-5.3,high,Fast,Plus,97.44,4.6214925000000004,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
glm-5.3,high,Fast,Pro5,97.44,4.6214925000000004,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
glm-5.3,high,Fast,Pro20,97.44,4.6214925000000004,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
glm-5.3,max,Standard,Plus,97.02,1.789958,34.65,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
glm-5.3,max,Standard,Pro5,97.02,1.789958,34.65,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
glm-5.3,max,Standard,Pro20,97.02,1.789958,34.65,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
glm-5.3,max,Fast,Plus,97.02,4.474895,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
glm-5.3,max,Fast,Pro5,97.02,4.474895,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
glm-5.3,max,Fast,Pro20,97.02,4.474895,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
glm-5.3-flash,low,Standard,Plus,69.75,0.138161,25.06,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
glm-5.3-flash,low,Standard,Pro5,69.75,0.138161,25.06,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
glm-5.3-flash,low,Standard,Pro20,69.75,0.138161,25.06,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
glm-5.3-flash,low,Fast,Plus,69.75,0.3454025,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
glm-5.3-flash,low,Fast,Pro5,69.75,0.3454025,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
glm-5.3-flash,low,Fast,Pro20,69.75,0.3454025,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
glm-5.3-flash,high,Standard,Plus,88.85,0.388083,50.35,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
glm-5.3-flash,high,Standard,Pro5,88.85,0.388083,50.35,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
glm-5.3-flash,high,Standard,Pro20,88.85,0.388083,50.35,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
glm-5.3-flash,high,Fast,Plus,88.85,0.9702075,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
glm-5.3-flash,high,Fast,Pro5,88.85,0.9702075,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
glm-5.3-flash,high,Fast,Pro20,88.85,0.9702075,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
glm-5.3-flash,max,Standard,Plus,94.9,0.366345,49.36,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
glm-5.3-flash,max,Standard,Pro5,94.9,0.366345,49.36,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
glm-5.3-flash,max,Standard,Pro20,94.9,0.366345,49.36,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
glm-5.3-flash,max,Fast,Plus,94.9,0.9158624999999999,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
glm-5.3-flash,max,Fast,Pro5,94.9,0.9158624999999999,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
glm-5.3-flash,max,Fast,Pro20,94.9,0.9158624999999999,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
dsh-deepseek-v4-flash-vision-exp,max,Standard,Plus,97.37,0.283393,29.96,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
dsh-deepseek-v4-flash-vision-exp,max,Standard,Pro5,97.37,0.283393,29.96,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
dsh-deepseek-v4-flash-vision-exp,max,Standard,Pro20,97.37,0.283393,29.96,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
dsh-deepseek-v4-flash-vision-exp,max,Fast,Plus,97.37,0.7084825,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
dsh-deepseek-v4-flash-vision-exp,max,Fast,Pro5,97.37,0.7084825,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
dsh-deepseek-v4-flash-vision-exp,max,Fast,Pro20,97.37,0.7084825,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
dsh-deepseek-v4-flash-vision-exp,high,Standard,Plus,68.67,0.266914,20.22,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
dsh-deepseek-v4-flash-vision-exp,high,Standard,Pro5,68.67,0.266914,20.22,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
dsh-deepseek-v4-flash-vision-exp,high,Standard,Pro20,68.67,0.266914,20.22,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
dsh-deepseek-v4-flash-vision-exp,high,Fast,Plus,68.67,0.6672849999999999,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
