model,effort,mode,plan,iq,cost,minutes,family_capacity_20x,plan_capacity,weekly_share,eligible_gate_015,eligible_gate_020,eligible_gate_025,eligible_gate_030,eligible_gate_040,eligible_gate_050,eligible_gate_060,eligible_gate_080,fast_ratio,quota_status
dsh-deepseek-v4-flash-vision-exp,high,Fast,Pro5,68.67,0.6672849999999999,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
dsh-deepseek-v4-flash-vision-exp,high,Fast,Pro20,68.67,0.6672849999999999,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
gemini-3.7-flash,low,Standard,Plus,72.35,2.681947,13.14,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
gemini-3.7-flash,low,Standard,Pro5,72.35,2.681947,13.14,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
gemini-3.7-flash,low,Standard,Pro20,72.35,2.681947,13.14,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
gemini-3.7-flash,low,Fast,Plus,72.35,6.704867500000001,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
gemini-3.7-flash,low,Fast,Pro5,72.35,6.704867500000001,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
gemini-3.7-flash,low,Fast,Pro20,72.35,6.704867500000001,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
gemini-3.7-flash,medium,Standard,Plus,93.93,1.980437,13.78,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
gemini-3.7-flash,medium,Standard,Pro5,93.93,1.980437,13.78,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
gemini-3.7-flash,medium,Standard,Pro20,93.93,1.980437,13.78,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
gemini-3.7-flash,medium,Fast,Plus,93.93,4.9510925,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
gemini-3.7-flash,medium,Fast,Pro5,93.93,4.9510925,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
gemini-3.7-flash,medium,Fast,Pro20,93.93,4.9510925,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
gemini-3.7-flash,high,Standard,Plus,91.18,2.318259,14.72,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
gemini-3.7-flash,high,Standard,Pro5,91.18,2.318259,14.72,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
gemini-3.7-flash,high,Standard,Pro20,91.18,2.318259,14.72,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
gemini-3.7-flash,high,Fast,Plus,91.18,5.795647499999999,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
gemini-3.7-flash,high,Fast,Pro5,91.18,5.795647499999999,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
gemini-3.7-flash,high,Fast,Pro20,91.18,5.795647499999999,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
gemini-3.8-flash,low,Standard,Plus,66.18,4.869629,16.97,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
gemini-3.8-flash,low,Standard,Pro5,66.18,4.869629,16.97,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
gemini-3.8-flash,low,Standard,Pro20,66.18,4.869629,16.97,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
gemini-3.8-flash,low,Fast,Plus,66.18,12.1740725,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
gemini-3.8-flash,low,Fast,Pro5,66.18,12.1740725,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
gemini-3.8-flash,low,Fast,Pro20,66.18,12.1740725,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
gemini-3.8-flash,medium,Standard,Plus,101.09,2.179152,15.81,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
gemini-3.8-flash,medium,Standard,Pro5,101.09,2.179152,15.81,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
gemini-3.8-flash,medium,Standard,Pro20,101.09,2.179152,15.81,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
gemini-3.8-flash,medium,Fast,Plus,101.09,5.4478800000000005,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
gemini-3.8-flash,medium,Fast,Pro5,101.09,5.4478800000000005,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
gemini-3.8-flash,medium,Fast,Pro20,101.09,5.4478800000000005,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
gemini-3.8-flash,high,Standard,Plus,90,2.953955,23.19,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
gemini-3.8-flash,high,Standard,Pro5,90,2.953955,23.19,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
gemini-3.8-flash,high,Standard,Pro20,90,2.953955,23.19,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
gemini-3.8-flash,high,Fast,Plus,90,7.3848875000000005,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
gemini-3.8-flash,high,Fast,Pro5,90,7.3848875000000005,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
gemini-3.8-flash,high,Fast,Pro20,90,7.3848875000000005,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
hy4-preview,max,Standard,Plus,78.57,0.668592,36.2,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
hy4-preview,max,Standard,Pro5,78.57,0.668592,36.2,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
hy4-preview,max,Standard,Pro20,78.57,0.668592,36.2,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
hy4-preview,max,Fast,Plus,78.57,1.6714799999999999,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
hy4-preview,max,Fast,Pro5,78.57,1.6714799999999999,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
hy4-preview,max,Fast,Pro20,78.57,1.6714799999999999,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
hy4-preview,high,Standard,Plus,98.94,0.717943,34.11,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
hy4-preview,high,Standard,Pro5,98.94,0.717943,34.11,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
hy4-preview,high,Standard,Pro20,98.94,0.717943,34.11,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
hy4-preview,high,Fast,Plus,98.94,1.7948575,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
hy4-preview,high,Fast,Pro5,98.94,1.7948575,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
hy4-preview,high,Fast,Pro20,98.94,1.7948575,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
hy4-preview,low,Standard,Plus,93.51,0.707942,32.18,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
hy4-preview,low,Standard,Pro5,93.51,0.707942,32.18,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
hy4-preview,low,Standard,Pro20,93.51,0.707942,32.18,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
hy4-preview,low,Fast,Plus,93.51,1.769855,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
hy4-preview,low,Fast,Pro5,93.51,1.769855,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
hy4-preview,low,Fast,Pro20,93.51,1.769855,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-sonnet-5,low,Standard,Plus,58.93,0.948346,14.28,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-sonnet-5,low,Standard,Pro5,58.93,0.948346,14.28,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-sonnet-5,low,Standard,Pro20,58.93,0.948346,14.28,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-sonnet-5,low,Fast,Plus,58.93,2.3708650000000002,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-sonnet-5,low,Fast,Pro5,58.93,2.3708650000000002,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-sonnet-5,low,Fast,Pro20,58.93,2.3708650000000002,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-sonnet-5,medium,Standard,Plus,75,1.871867,9.84,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-sonnet-5,medium,Standard,Pro5,75,1.871867,9.84,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-sonnet-5,medium,Standard,Pro20,75,1.871867,9.84,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-sonnet-5,medium,Fast,Plus,75,4.6796675,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-sonnet-5,medium,Fast,Pro5,75,4.6796675,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-sonnet-5,medium,Fast,Pro20,75,4.6796675,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-sonnet-5,high,Standard,Plus,150,4.509982,20.95,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-sonnet-5,high,Standard,Pro5,150,4.509982,20.95,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-sonnet-5,high,Standard,Pro20,150,4.509982,20.95,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-sonnet-5,high,Fast,Plus,150,11.274955,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-sonnet-5,high,Fast,Pro5,150,11.274955,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-sonnet-5,high,Fast,Pro20,150,11.274955,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-sonnet-5,xhigh,Standard,Plus,30,5.958897,28.02,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-sonnet-5,xhigh,Standard,Pro5,30,5.958897,28.02,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-sonnet-5,xhigh,Standard,Pro20,30,5.958897,28.02,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-sonnet-5,xhigh,Fast,Plus,30,14.8972425,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-sonnet-5,xhigh,Fast,Pro5,30,14.8972425,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-sonnet-5,xhigh,Fast,Pro20,30,14.8972425,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-sonnet-5,max,Standard,Plus,0,8.188494,39.58,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-sonnet-5,max,Standard,Pro5,0,8.188494,39.58,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-sonnet-5,max,Standard,Pro20,0,8.188494,39.58,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-sonnet-5,max,Fast,Plus,0,20.471235,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-sonnet-5,max,Fast,Pro5,0,20.471235,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-sonnet-5,max,Fast,Pro20,0,20.471235,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-opus-5,low,Standard,Plus,100,1.726847,10.74,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-opus-5,low,Standard,Pro5,100,1.726847,10.74,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-opus-5,low,Standard,Pro20,100,1.726847,10.74,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-opus-5,low,Fast,Plus,100,4.3171175,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-opus-5,low,Fast,Pro5,100,4.3171175,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-opus-5,low,Fast,Pro20,100,4.3171175,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-opus-5,medium,Standard,Plus,75,5.964153,21.1,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-opus-5,medium,Standard,Pro5,75,5.964153,21.1,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-opus-5,medium,Standard,Pro20,75,5.964153,21.1,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-opus-5,medium,Fast,Plus,75,14.910382499999999,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-opus-5,medium,Fast,Pro5,75,14.910382499999999,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-opus-5,medium,Fast,Pro20,75,14.910382499999999,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-opus-5,high,Standard,Plus,0,5.99059,18.98,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-opus-5,high,Standard,Pro5,0,5.99059,18.98,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-opus-5,high,Standard,Pro20,0,5.99059,18.98,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-opus-5,high,Fast,Plus,0,14.976475,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-opus-5,high,Fast,Pro5,0,14.976475,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-opus-5,high,Fast,Pro20,0,14.976475,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-opus-5,xhigh,Standard,Plus,93.24,6.853147,18.91,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-opus-5,xhigh,Standard,Pro5,93.24,6.853147,18.91,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-opus-5,xhigh,Standard,Pro20,93.24,6.853147,18.91,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-opus-5,xhigh,Fast,Plus,93.24,17.1328675,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-opus-5,xhigh,Fast,Pro5,93.24,17.1328675,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-opus-5,xhigh,Fast,Pro20,93.24,17.1328675,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-opus-5,max,Standard,Plus,56.25,17.340342,37.39,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-opus-5,max,Standard,Pro5,56.25,17.340342,37.39,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-opus-5,max,Standard,Pro20,56.25,17.340342,37.39,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
claude-opus-5,max,Fast,Plus,56.25,43.350854999999996,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-opus-5,max,Fast,Pro5,56.25,43.350854999999996,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
claude-opus-5,max,Fast,Pro20,56.25,43.350854999999996,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
kimi-k2.8-preview,low,Standard,Plus,67.39,unavailable,18.37,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
kimi-k2.8-preview,low,Standard,Pro5,67.39,unavailable,18.37,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
kimi-k2.8-preview,low,Standard,Pro20,67.39,unavailable,18.37,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
kimi-k2.8-preview,low,Fast,Plus,67.39,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
kimi-k2.8-preview,low,Fast,Pro5,67.39,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
kimi-k2.8-preview,low,Fast,Pro20,67.39,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
kimi-k2.8-preview,high,Standard,Plus,,unavailable,,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
kimi-k2.8-preview,high,Standard,Pro5,,unavailable,,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
kimi-k2.8-preview,high,Standard,Pro20,,unavailable,,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
kimi-k2.8-preview,high,Fast,Plus,,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
kimi-k2.8-preview,high,Fast,Pro5,,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
kimi-k2.8-preview,high,Fast,Pro20,,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
kimi-k2.8-preview,max,Standard,Plus,,unavailable,,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
kimi-k2.8-preview,max,Standard,Pro5,,unavailable,,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
kimi-k2.8-preview,max,Standard,Pro20,,unavailable,,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_applicable,unavailable
kimi-k2.8-preview,max,Fast,Plus,,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
kimi-k2.8-preview,max,Fast,Pro5,,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
kimi-k2.8-preview,max,Fast,Pro20,,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
